,DateTime,Uid,Tweet,Label (Specialist),HashTag
3035,2021-05-17 16:11:40,17f2ceb2674b,ฉันแค่อยากมีชีวิตแต่ไม่อยากมีหัวใจ,Other,#อยากตาย #ซึมเศร้า #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
3036,2021-05-23 16:20:08,17f2ceb2674b,ตายห่าซะ,Level 1,#โรคซึมเศร้า
3037,2021-05-22 17:00:32,17f2ceb2674b,เมื่อไหร่จะตายแต่พอจะตายจริงแม่งมีเรื่องสำคัญเข้ามาเต็มไปหมด,Level 1,#อยากตาย #ซึมเศร้า #โรคซึมเศร้า 
3038,2021-05-23 9:41:41,17f2ceb2674b,เกลียดตัวเองที่ยังคงทรมานแบบนี้คืนนี้อีกเม็ดขอให้ความเจ็บปวดจงหายไป,Level 4,#อยากตาย #ซึมเศร้า #โรคซึมเศร้า #LGBT
3039,2021-05-19 14:03:59,17f2ceb2674b,บางคนที่เค้าเลือกจะตายอ่ะเค้าคงคิดดีแล้วที่จะมีความสุข,Level 1,#โรคซึมเศร้า
3040,2021-05-27 14:30:41,17f2ceb2674b,คนอื่นประกาศมีที่เรียนส่วนกูนั่งร้องไห้เพราะตัวเองใกล้ตายแล้ว,Level 1,"#อยากตาย #โดดเดี่ยว 
#ซึมเศร้า #โรคซึมเศร้า"
3041,2021-05-31 9:42:43,17f2ceb2674b,ความรู้สึกเหมือนตอนนี้เหมือนยืนมือเปล่าไม่ใส่เสื้อเกราะยืนก้มหน้าอยู่กลางสนามรบโดนยิงเลือดไหลรอคอยความตาย,Level 1,#อยากตาย #ซึมเศร้า #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
3042,2021-05-24 10:20:36,57af0366ec88,ทำเลยดีมั้ย,Level 4,#โรคซึมเศร้า #กดดัน #ท้อ
3043,2021-05-23 14:22:28,234c16d4b655,ใครจะรู้วันนี้อาจจะเป็นวันสุดท้ายก็ได้ในบนโลกใบนี้,Level 4,#โรคซึมเศร้า
3044,2021-07-15 15:00:35,234c16d4b655,ยังค้องมาเหนื่อยกับการพยายามฆ่าตัวตายอีกหรอวะ,Level 4,#โรคซึมเศร้า
3045,2021-05-23 14:22:28,234c16d4b655,หน่วงจัดเป็นไรนักหนาขอมีความสุขสุดๆสักวันได้มั้ยทำไมกูต้องมาเจออะไรแบบนี้ด้วยวะ,Level 1,#โรคซึมเศร้า
3046,2021-07-13 15:12:27,cffc87405e37,บางทีถ้าเราตายไปเราอาจจะมีความสุขมากกว่านี้ก็ได้,Level 1,#โรคซึมเศร้า
3048,2021-04-03 18:02:18,93f7340cfd95,ถ้ากูตายไปอะกูขอโทษทุกคนด้วยนะ,Level 5,#เหนื่อย #อยากตาย
3049,2021-05-17 18:11:06,ef9bb61d73e1,เคยถามตัวเองว่าอยู่ไปทำมั้ย,Level 1,#โรคซึมเศร้า
3051,2021-05-20 5:28:06,275d1e4877cf,เขาบอกว่าผูกคอใช้เวลาแค่นาทีก็ตายแล้วงั้นเราเหลือเวลาอีกแค่นาทีเนอะลาก่อนนะครับเหนื่อยจัง,Level 5,#โรคซึมเศร้า
3052,2021-05-23 6:24:09,275d1e4877cf,กว่าจะถึงจุดนี้รอยแผลก็เต็มแขนแล้ว,Level 5,#โรคซึมเศร้า
3053,2021-05-30 18:06:05,275d1e4877cf,เหนื่อยแล้วตายยังไงเจ็บน้อยสุดอะ,Level 3,#โรคซึมเศร้า
3054,2021-05-31 9:00:02,275d1e4877cf,จะเขียนจดหมายลาตายอย่างไรดี,Level 5,#โรคซึมเศร้า
3055,2021-06-16 7:30:00,275d1e4877cf,อยากตายหว่ะ,Level 1,#โรคซึมเศร้า
3056,2021-06-23 15:21:40,275d1e4877cf,ไม่เคยกลัวความตายเลยถ้ามันเกิดขึ้นกับตัวเองก็ยินดี,Level 2,#โรคซึมเศร้า
3057,2021-07-29 18:26:13,275d1e4877cf,เพราะการกรีดแขนมันทำให้ความเจ็บปวดนี้เด่นชัดที่สุด,Level 5,#โรคซึมเศร้า
3059,2021-08-26 12:38:52,275d1e4877cf,อยากเอาปืนมายิงหัวตัวเองให้แม่งจบๆไปซะ,Level 3,#โรคซึมเศร้า
3060,2021-09-03 18:28:39,275d1e4877cf,ขอพอแล้วได้มั้ยไม่อยากมีความรู้สึกอีกต่อไปแล้ว,Level 1,#โรคซึมเศร้า
3061,2021-05-23 6:24:09,275d1e4877cf,กว่าจะถึงจุดนี้รอยแผลก็เต็มแขนแล้ว,Level 5,#โรคซึมเศร้า
3062,2021-05-24 10:41:44,275d1e4877cf,อยากกดตัวเองให้มันจบๆไปเบื่อเหมือนกันที่ต้องเจอเรื่องบั่นทอนจิตใจแบบเคย,Level 1,#โรคซึมเศร้า
3063,2021-05-27 17:01:12,275d1e4877cf,เกลียดตัวเองที่เป็นแบบนี้ฉันไม่น่าเกิดมาเลย,Level 1,#โรคซึมเศร้า
3064,2021-09-10 7:55:42,275d1e4877cf,ถามอะไรหน่อยสิแกอยากตายไปทำไมเหรอ,Other,#โรคซึมเศร้า
3065,2021-09-14 12:53:11,275d1e4877cf,ยิ่งมีความสุขเท่าไหร่ก็ยิ่งอยากจะนอนน้อยลงแต่เมื่อไม่มีมีความสุขมากเท่าไหร่ก็ยิ่งอยากจะหลับให้ได้นานที่สุด,Level 1,#โรคซึมเศร้า
3066,2021-09-15 14:16:02,275d1e4877cf,เหนื่อยมากๆเลยการเป็นแบบนี้ฆ่าตัวตายมากี่รอบแม่งทำไมไม่ตายให้สักทีไม่ไหวแล้วนะ,Level 5,#โรคซึมเศร้า
3067,2021-05-18 18:04:10,43534a9240ce,เราอ่อนแอเกินไปใช่มั้ยเป็นเราเองใช่ไหมที่ไม่เหมาะกับโลกนี้,Level 1,#โรคซึมเศร้า
3068,2021-05-17 16:25:29,43534a9240ce,ที่บอกว่าอยากหายไปจากโลกนี้ไม่เคยพูดเล่นเลยนะ,Level 1,#โรคซึมเศร้า
3069,2021-08-29 4:57:38,63eb456fe155,เราไม่อยากอยู่แล้วอะไม่อยากโต,Level 1,#โรคซึมเศร้า
3070,2021-06-23 16:03:35,efda2ed62c5b,อยากให้กูตายได้เลยพร้อมแล้ว,Level 1,#โรคซึมเศร้า
3071,2021-07-21 13:21:36,47fb1b943a40,ทำยังไงให้หายไปจากโลกนี้ดีคะ,Level 1,#ซึมเศร้า
3072,2021-09-04 3:53:53,17b1575cbf0e,ตอนนี้ไม่อยากเป็นอะไรทั้งนั้นนอกจากคนตาย,Level 1,#ครอบครัวไม่ใช่เซฟโซน #อยากตาย
3073,2021-06-18 5:22:13,5711e536705b,รู้สึกเบื่อมากเหนื่อยอยู่คนเดียวในห้องสี่เหลี่ยมนอนดูซีรี่ย์โครตน่าเบื่อมันซึมมันเศร้าหดหู่มาก,Other,#อยากตาย
3074,2021-08-10 15:51:03,5711e536705b,ตอนนี้ปรารถนาความตาย,Level 1,#อยากตาย
3075,2021-08-24 11:34:44,5711e536705b,รู้สึกแย่มากจริงๆทำไงให้ความรู้สึกแย่ๆมันออกไปเวลารู้สึกแย่แม่งโคตรอยากตาย,Level 1,#อยากตาย
3076,2021-08-24 11:34:44,5711e536705b,เครียดมากอยากตายอ่ะมันเป็นทางออกที่ดีที่สุดแล้วแบบนี้,Level 1,#อยากตาย
3077,2021-09-04 11:08:12,67ba48d7f220,คงจะผ่านอะไรมาเยอะสินะเจ็บปวดทุกข์ทรมานแทนเลย,Other,#เศร้า #ซึมเศร้า #บ้านใหม่ #เกลียดครอบครัว #ครอบครัว
3078,2021-08-02 17:13:58,f37a9f380d61,ทำไมการเลือกเวลาตายทำไม่ได้ในเมื่ออยู่แล้วมันทรมานมากขนาดนี้ก็ควรตายไม่ดีกว่าหรอ,Level 1,#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก #อยากตาย
3079,2021-06-29 11:19:57,1bce2c144759,ถ้าเลือกได้ก็ยังเลือกที่จะทำแบบเดิมแต่จะคิดให้รอบคอบว่ามันต้องตายแน่นอนอะ,Level 5,#โรคซึมเศร้า
3080,2021-06-29 11:16:02,1bce2c144759,เหมือนคนตายทั้งเป็นอะแม่ง,Other,#ซึมเศร้า #โรคซึมเศร้า
3081,2021-06-29 11:07:26,1bce2c144759,ฝันเห็นการตายของตัวเองตื่นมาร้องไห้,Level 1,"#โรคซึมเศร้า
#ปัญหาครอบครัว"
3082,2021-07-19 15:29:35,e3ff088cdbac,ทำไมมันเหนื่อยขนาดนี้วะไม่อยากอยู่แล้วอ่ะเหมือนความอดทนมันใกล้จะหมดขึ้นทุกวัน,Level 1,#โรคซึมเศร้า
3083,2021-07-02 19:10:20,dbb11f7a4d6c,ถ้าการตื่นนอนมาแล้วมันยิ่งแย่ลงๆก็ไม่ต้องตื่นมันไปเลย,Level 1,#โรคซึมเศร้า
3084,2021-06-23 11:31:15,17e4b01383c5,ต้องกินอะไรถึงตาย,Level 2,#โรคซึมเศร้า
3085,2021-05-15 12:46:46,17e4b01383c5,โลกนี้มันไม่น่าอยู่เลยสักนิด,Level 1,#โรคซึมเศร้า
3086,2021-05-31 19:22:37,83f99d2abe89,ให้มันจบไปตอนนี้แหละไม่ไหวแล้วเหมือนกัน,Level 1,#โรคซึมเศร้า
3087,2021-08-31 15:11:44,f3d44a4f9ea0,ในวันผมจะตายวันไหนให้ทาย,Level 5,#ในวันที่เธอหายไป  #โรคซึมเศร้า
3088,2021-08-31 14:24:39,9b855420e915,จากเป็นดีกว่าจากตายอาจไม่จริงเสมอไป,Level 1,#โรคซึมเศร้า
3089,2021-09-13 16:45:10,9b855420e915,ตายๆไปสักทีไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า
3090,2021-08-23 12:07:30,5b2a91280019,กูไม่อยากคิดจะฆ่าตัวตายเพื่อเรียกร้องความสนใจกูแค่ขี้เกียจที่จะมีชีวิตอยู่ก็เท่านั้น,Level 1,#โรคซึมเศร้า
3091,2021-08-30 5:12:56,579a5f6f271f,อยากใช้ชีวิตแบบเต็มที่สักครั้งแต่คงได้แค่คิดแหละคืนนี้หวังว่าจะเป็นคืนสุดท้ายที่หายใจนะ,Level 4,#โรคซึมเศร้า #หาเพื่อน
3092,2021-05-27 20:23:08,aba68e1a5249,เราไปผูกคอตายกันไหม,Level 4,#โรคซึมเศร้า
3093,2021-07-20 0:20:13,aba68e1a5249,ทำไมการมีชีวิตอยู่มันทรมานจังไม่อยู่แล้วได้ไหม,Level 1,#โรคซึมเศร้า
3094,2021-08-25 21:05:51,aba68e1a5249,เหนื่อยที่จะมีชีวิตอยู่ต่อจริงๆ,Level 1,#โรคซึมเศร้า  #ซึมเศร้า
3095,2021-09-04 20:04:54,aba68e1a5249,เคยอยากตายแต่ไม่อยากตายปะเหนื่อย,Level 1,#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
3096,2021-09-04 20:04:54,aba68e1a5249,วันนี้เหนื่อยมากกว่าปกตินะเพราะงั้นเลยอยากตายมากกว่าปกติ,Level 1,#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
3097,2021-09-01 16:24:40,aba68e1a5249,ถึงเลือกมีชีวิตแต่ดูเหมือนไม่มีชีวิตอยู่เลย,Other,#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
3098,2021-09-19 13:44:38,aba68e1a5249,แบกรับความรู้สึกทั้งหมดมันเหนื่อยอยากจะพอแล้วกับชีวิตนี้อยากจบทุกอย่างด้วยการตายไม่อยากทรมานอีกต่อไปครับ,Level 1,"#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก
#โลกส่วนตัวสูง #โลกสีเทา #อยากตาย "
3099,2021-05-31 13:24:48,9b9809d569ac,บางคำพูดของคนในครอบครัวทำให้กูไม่อยากอยู่อยากตายให้พ้นๆ,Level 1,#โรคซึมเศร้า
3100,2021-06-26 21:05:51,4bb74e414186,เหนื่อยจนไม่อยากใช้ชีวิตต่อแล้ว,Level 1,#โรคซึมเศร้า
3101,2021-06-07 9:36:16,3fc4d0ff25f7,ทำไงถึงจะตายวะเป็นแบบนี้แล้วควรจะมีชีวิตอยู่ทำไม,Level 2,#อยากตาย
3102,2021-08-17 11:43:22,ebf00d6f7768,ถ้าวันหนึ่งผมตายไปใครละที่จะเสียใจ,Level 1,#โรคซึมเศร้า
3103,2021-06-05 15:08:05,37e7571d5313,มีจดหมายจากรพตามให้กลับไปรักษาไม่หรอกเราปล่อยให้มันกัดกินเราจนตายดีกว่า,Level 5,#โรคซึมเศร้า
3104,2021-06-23 15:06:38,37e7571d5313,เมื่อไหร่จะตายสักทีวะ,Level 1,#โรคซึมเศร้า
3105,2021-06-23 14:03:12,37e7571d5313,ยาเม็ดกำลังดีเลย,Level 4,#โรคซึมเศร้า
3106,2021-06-23 12:05:19,37e7571d5313,ไม่ไหวแล้วไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า
3107,2021-06-23 2:53:26,37e7571d5313,รู้งี้ตอนปให้พ่อแขวนคอก็ดีไม่ต้องมาทรมานแบบนี้,Level 4,#โรคซึมเศร้า
3108,2021-06-22 17:19:28,37e7571d5313,อยากตายอยู่ตลอดเวลาเลย,Level 1,#โรคซึมเศร้า
3110,2021-06-27 12:35:38,37e7571d5313,พ่อรีบมารับหนูไปอยู่ด้วยกันสิเราคงทะเลาะกันน่าดูนะ,Level 1,#โรคซึมเศร้า
3111,2021-06-27 12:16:15,37e7571d5313,อยากหลับตาแล้วหายไป,Level 1,#โรคซึมเศร้า
3112,2021-07-06 10:00:16,7b3d53ec9239,อยู่ในจุดที่ไม่สามารถพูดอะไรได้อีกน้อยใจก็ไม่ได้ทำอะไรก็ผิดไปหมดแล้วยังจะยื้อเราไว้ทำไมอีกปล่อยให้เราตายไปเถอะเราเหนื่อย,Level 2,#โรคซึมเศร้า
3113,2021-07-19 13:37:44,7b3d53ec9239,ไม่อยากตื่นขึ้นมาอีกแล้ว,Level 1,#โรคซึมเศร้า
3114,2021-07-24 13:40:11,7b3d53ec9239,ไม่อยากอยู่แล้วเบื่อตัวเองเบื่อทุกอย่างเบื่อที่ต้องใช้ชีวิต,Level 1,#โรคซึมเศร้า
3115,2021-07-24 13:39:34,7b3d53ec9239,ทำไมไม่ตีให้กูตายไปเลยวะยิ่งอยู่ยิ่งทรมาน,Level 1,#โรคซึมเศร้า
3116,2021-08-25 15:54:50,7b3d53ec9239,ทุกวันนี้ไม่ได้ใช้ชีวิตเพื่อตัวเองเลยถ้าหมดที่พึ่งคือลาโลก,Level 1,#โรคซึมเศร้า
3117,2021-08-31 17:23:12,7b3d53ec9239,เป็นอีกวันที่ยังไม่ตายงง,Level 1,#โรคซึมเศร้า
3118,2021-09-10 16:33:29,7b3d53ec9239,ไม่อยากทำร้ายตัวเองเลยเพราะรู้ไงว่าถ้าเกิดทำแล้วมันหยุดไม่ได้แผลครั้งก่อนก็หลายเดือนแล้วยังไม่หาย,Level 5,#โรคซึมเศร้า
3119,2021-08-30 11:34:14,1f125bc343f2,สายน้ำจะช่วยเราได้ไหมอย่างเช่นโดดน้ำตายเราจะหลุดพ้นจากอาการนี้มั๊ย,Level 4,#อย่ามาโจ้ #โรคซึมเศร้า #ม็อบ29สิงหา #ผู้กับกําโจ้ #สิระไม่มีตังค์จ่าย
3120,2021-08-25 11:31:03,eb1bcd66eaf0,ขอให้เราหลับไปนานนานนะ,Level 5,#โรคซึมเศร้า #เครียด
3121,2021-09-06 10:54:30,eb1bcd66eaf0,ยานอนหลับหลายเม็ดยังไม่สามารถทำอะไรได้เลยทรมาน,Level 5,#โรคซึมเศร้า
3122,2021-09-10 9:11:07,eb1bcd66eaf0,จะคุมตัวเองได้อีกนานแค่ไหนตอนนี้เหนื่อยมากสู้ไม่ไหวแล้ว,Level 1,#โรคซึมเศร้า
3123,2021-09-17 4:50:16,eb1bcd66eaf0,ถ้าฉันตายไปได้โปรดอย่าไล่ให้ใครไปตายอีกเลย,Level 1,#โรคซึมเศร้า
3124,2021-07-14 23:18:49,2fb761162584,ขอโทษนะกูเริ่มจะไม่ไหวแล้วโลกนี้มันน่าเบื่อเกินไปเหลือแค่รอวันความอดทนกูหมดลงแล้วกันนะ,Level 1,#ยืมเงิน #ตกงาน
3125,2021-07-05 15:18:52,6fb07543036d,ทำไมไม่ปล่อยให้ตายตั้งแต่เกิดล่ะตอนนี้จะได้ไม่ต้องมีภาระ,Level 1,#โรคซึมเศร้า
3126,2021-07-10 8:33:47,b354eb9f83c1,มีความสุขก็ผิดทำร้ายตัวเองก็ผิดเครียดก็ผิดสรุปแล้วชีวิตนี้ทำอะไรถูกบ้าง,Level 2,#โรคซึมเศร้า 
3127,2021-08-02 7:41:05,b354eb9f83c1,ลูกบิดประตูสายไฟหรือผ้าขนหนูดีล่ะเราหาได้แค่นี้จริงๆตอนนี้,Level 5,#โรคซึมเศร้า
3128,2021-07-19 5:37:27,f7e8ecbb369b,เราไม่รู้จะอยู่ไปเพื่ออะไรแล้วอ่ะ,Level 1,#โรคซึมเศร้า
3129,2021-05-23 11:50:20,3f91bb2919ca,ไม่อยากตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
3130,2021-05-23 11:50:20,3f91bb2919ca,ไม่อยากตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
3131,2021-02-21 7:28:37,17912a2354f8,ยาเม็ดมันแทบจะไม่รู้สึกอะไรเลยนะ,Level 5,#อยากตาย
3132,2021-09-04 7:24:00,8f44ec6eef78,อยากตายแบบไม่ทรมาน,Level 3,#โรคซึมเศร้า
3133,2021-04-02 13:29:47,2b01c077cfbd,อยากหายไปจากโลกนี้มีวิธีการฆ่าตัวตายแบบไหนที่ไม่ทรามารมากไหม,Level 3,#โรคซึมเศร้า
3134,2021-07-05 18:49:43,57ab9c34a20e,ผ่านความตายมาตั้งกี่รอบแล้วแต่ก็ยังไม่เคยเห็นคุณค่าของชีวิต,Level 5,#โรคซึมเศร้า
3135,2021-07-22 7:48:43,3fdc96505382,มันไม่รู้สึกเจ็บเลยสักนิดมันอยากทำอีกอยากตายๆไปเลยง่ายกว่า,Level 5,#โรคซึมเศร้า #โรคเครียด
3136,2021-07-09 1:22:29,2319eb3222f4,ฉันเหมือนคนกำลังจะตายในอีกไม่ช้า,Level 4,#โรคซึมเศร้า #โรคแพนิค
3137,2021-06-30 5:27:50,d778afa3cce3,เลือกเกิดไม่ได้แต่คงเลือกตายได้สินะ,Level 1,#ท้อ #เหนื่อย #เหนื่อยแล้ว #โรคซึมเศร้า
3139,2021-08-22 15:42:34,f3c88da62505,จริงไหมนะที่เค้าบอกกันว่าทุกคนจะรักคุณในตอนที่คุณตายไปแล้วอยากลองจัง,Level 1,#โรคซึมเศร้า
3140,2021-06-29 10:18:07,53ad7ebd6e31,อยากหลับไปแบบไม่มีวันตื่นมาอีกจังเลย,Level 1,#โรคซึมเศร้า
3141,2021-07-05 13:25:25,53ad7ebd6e31,อยากตายมากเลยว่ะท้อไปหมดทำอะไรก็แย่ไปหมดเหนื่อยว่ะจริง,Level 1,#โรคซึมเศร้า
3142,2021-07-13 15:27:41,53ad7ebd6e31,ไม่รู้ว่าอาการมันปกติมั้ยไม่ได้รู้สึกอยากฆ่าตัวตายแต่พร้อมและยินดีจะตายได้ทุกเมื่อ,Level 1,#โรคซึมเศร้า
3143,2021-07-15 13:30:47,53ad7ebd6e31,ถ้าตายก็คงไม่มีอะไรต้องรู้สึกอีกแล้วใช่มั้ย,Level 1,#โรคซึมเศร้า
3144,2021-07-20 7:30:21,53ad7ebd6e31,ภาวนาทุกวินาทีให้ฉันประสบอุบัติเหตุและเสียชีวิต,Level 3,#โรคซึมเศร้า
3145,2021-07-18 17:22:17,53ad7ebd6e31,ความรู้สึกตอนนี้อยากหายจากโลกใบนี้,Level 1,#โรคซึมเศร้า
3146,2021-07-23 16:47:16,53ad7ebd6e31,เราว่าเราไม่ไหวแล้วว่ะ,Level 1,#โรคซึมเศร้า
3147,2021-07-27 15:17:21,53ad7ebd6e31,เมื่อไหร่จะกลับมามีความสุขอีกครั้งนะหรือเมื่อเราตายไปแล้วอาจจะมีความสุขกว่าตอนนี้ก็ได้นะ,Level 1,#โรคซึมเศร้า
3148,2021-08-02 14:08:11,53ad7ebd6e31,ไม่ต้องมีวันพรุ่งนี้แล้วได้มั้ยไม่เอาแล้ว,Level 1,#โรคซึมเศร้า
3149,2021-08-06 15:21:07,53ad7ebd6e31,ตอนเด็กก็ว่าไม่มีความสุขแล้วโตมายิ่งรู้สึกไม่มีความสุขยิ่งกว่าชีวิตคืออะไรความตายคือความสุขหรือเปล่านะ,Level 1,#โรคซึมเศร้า
3150,2021-08-05 11:43:36,53ad7ebd6e31,ในหัวตอนนี้คืออยากหายไปอยากตายให้ให้พ้นๆทรมานเหลือเกินน,Level 1,#โรคซึมเศร้า
3151,2021-08-09 12:53:23,53ad7ebd6e31,ทำไมวันนั้นเราไม่ตกตึกลงไปเลยวะกำลังจะสำเร็จแล้วอีกนิดเดียวอะ,Level 5,#โรคซึมเศร้า
3152,2021-08-23 12:15:10,53ad7ebd6e31,อยากมีสักวันที่ไม่คิดเกี่ยวการฆ่าตัวตาย,Level 2,#โรคซึมเศร้า
3153,2021-08-25 6:58:09,53ad7ebd6e31,เราไม่อยากสู้แล้วไม่อยากสู้แล้วจริงๆ,Level 1,#โรคซึมเศร้า
3154,2021-08-31 8:40:21,b707e9233f41,ทำไมวันนั้นถึงตื่นขึ้นมาว่ะถ้าไม่ตื่นมันก็จบแล้วแท้ๆ,Level 5,#โรคซึมเศร้า
3155,2021-09-10 4:58:00,b707e9233f41,ทำไมเราไม่รถล้มแล้วหัวฟาดพื้นตายไปเลยอ่ะทำไมแค่ช้ำนิดหน่อยทำไมไม่เลือดคลั่งตายห่าไปซะก็จบ,Level 5,#โรคซึมเศร้า
3156,2021-08-18 10:09:51,b73940c3f4f8,การที่จะทนใช้ชีวิตมันไม่ง่ายเลยสักนิดอยากตายอยู่ตลอดเวลา,Level 1,#โรคซึมเศร้า #ซึมเศร้า #โดนกดดัน #เครียด
3157,2021-08-18 10:09:51,b73940c3f4f8,เกลียดการมีชีวิตอยู่เกลียดการต่อสู้กับความคิดแม่งโคตรเหี้ย,Level 1,#โรคซึมเศร้า #ซึมเศร้า #โดนกดดัน #เครียด
3158,2021-04-04 15:54:10,5baed9139eb4,จะดีกว่านี้มั้ยถ้าฉันจะต้องบอกลาทุกคน,Level 5,#โรคซึมเศร้า
3159,2021-06-01 17:32:00,9b6409d6c97e,ตายวิธีไหนดีนะ,Level 3,#โรคซึมเศร้า
3160,2021-08-25 15:45:34,9b6409d6c97e,ลาก่อนนะคะทุกคน,Level 5,#โรคซึมเศร้า
3161,2021-09-08 8:42:13,6f024bc75b41,ตายตายไปซ่ะให้หมดก็ดีรวมถึงตัวเราด้วยเหนื่อย,Level 1,#โรคซึมเศร้า
3162,2021-09-08 8:39:05,6f024bc75b41,ฝืนต่อไม่ไหวแล้วหมดแรงจะฝืนแล้วจิงๆ,Level 1,#โรคซึมเศร้า
3163,2021-08-05 6:12:16,e7dc4e4ee0e5,ฉันชอบสีดำแต่เหมือนกำลังหลงไหลสีแดงของเลือด,Level 4,#โรคซึมเศร้า
3164,2021-06-26 4:14:07,7765b79d0169,ถ้ากูตายไปทุกอย่างจะจบใช่ไหม,Level 1,#โรคซึมเศร้า
3166,2021-05-17 16:52:22,972bf1c6560f,ทำไมถึงอยากฆ่าตัวตายหวะ,Level 2,#โรคซึมเศร้า
3167,2021-05-20 12:40:31,e78c6b06f357,ขีวิตพวกเธอแม่งมีความสุขทั้งๆที่ชีวิตเราพังความยุติธรรมของโลกอยู่ตรงไหนวะ,Other,#โรคซึมเศร้า #เป๊กผลิตโชค
3168,2021-05-19 3:03:51,0f5985951e76,ฉันต้องการหลับไปและไม่ตื่นขึ้นมาอีกเลย,Level 1,#โรคซึมเศร้า
3169,2021-05-18 18:48:58,27f2181044b5,อยากตายมากกว่าอยากอยู่,Level 1,#เสียงกระซิบจากความมืด #โรคซึมเศร้า
3170,2021-08-20 6:44:58,27f2181044b5,เรามาฆ่าตัวตายด้วยกันไหมมานะ,Level 2,#โรคซึมเศร้า #ความเครียด #อยากตาย
3171,2021-08-20 6:44:58,27f2181044b5,ใครบอกกูอยากเกิดมามึงอยากมีกูเองกูไม่ได้อยากอยู่กับพวกมึง,Other,#โรคซึมเศร้า #ความเครียด #อยากตาย
3172,2021-06-07 16:29:49,af2a5c5a9738,ตายแล้วไปไหน,Level 1,#อยากตาย #โรคซึมเศร้า
3173,2021-06-07 16:29:49,af2a5c5a9738,ทุกคนค่ะตอนนี้ปัญหาชีวิตของเราคือเรื่องเงินเราควรจะทำยังไงดีคะให้มันผ่านไปให้ได้,Other,#อยากตาย #โรคซึมเศร้า
3174,2021-06-07 16:27:33,af2a5c5a9738,อีกนิดจะถึงฝันแล้วนะจะได้หลับนานๆไปเลยไงทำไมถึงรีบวางมันลงละ,Level 4,#อยากตาย #โรคซึมเศร้า
3175,2021-07-18 13:42:13,ffce48448c62,ปฏิเสธไม่ได้หรอกว่าโลกนี้ไม่มีการจากลาจากเป็นหรือจากตายยังไงก็จากกันอยู่ดี,Other,#โรคซึมเศร้า
3176,2021-07-10 7:00:52,839a151701bc,แต่มันไม่ตายนะสิ,Level 1,#ทวิตดีคนรีน้อย #ล็อกดาวน์
3177,2021-07-28 11:29:48,839a151701bc,ใครมันอยากจะทนความคิดที่อยากตายทุกวันได้,Level 1,#โรคซึมเศร้า
3178,2021-09-10 11:05:12,839a151701bc,มีความสุขในปัจจุบันก่อนไม่ได้หรออนาคตยังไงเดี๋ยวก็ตายแล้ว,Other,#โรคซึมเศร้า
3179,2021-09-16 9:00:45,839a151701bc,บางทีการตายอาจจะเป็นยาที่วิเศษที่สุดของฉันก็ได้,Level 1,#โรคซึมเศร้า
3180,2021-05-24 9:16:36,33ec7c9e2fbf,ชีวิตคนเราชั่งยาวไกลจากความตายอยากตายแต่ไม่ตาย,Level 1,#โรคซึมเศร้า
3181,2021-06-17 0:49:36,33ec7c9e2fbf,กินยาไปเม็ดแต่กลับไม่เป็นอะไรสงสัยบาปเยอะ,Level 5,#โรคซึมเศร้า
3182,2021-05-18 5:38:03,33ec7c9e2fbf,หรือเราอยู่ในจุดที่มันตันทุกทางจนรู้สึกอยากตายวะแบบไม่กลัวอะไรทั้งนั้น,Level 1,#โรคซึมเศร้า
3183,2021-06-27 12:00:00,33ec7c9e2fbf,อยากไปกอดม๊าแล้วบอกว่าหนูขอไปตายนะ,Level 5,#โรคซึมเศร้า
3184,2021-07-03 11:12:28,33ec7c9e2fbf,ตายได้ตายไปแล้วถามก่อนอยากเกิดมามั๊ยย,Level 1,#โรคซึมเศร้า
3185,2021-07-02 15:17:29,33ec7c9e2fbf,ที่บอกว่าอยากตายนี่ไม่เคยพูดเล่นเลยนะ,Level 1,#โรคซึมเศร้า
3186,2021-07-06 9:47:28,33ec7c9e2fbf,ไม่อยากคิดเรื่องอยากตายเลยแต่มันไม่ไหวแล้วแง,Level 1,#โรคซึมเศร้า
3187,2021-07-13 14:30:52,33ec7c9e2fbf,ความฝันของฉันคงเป็นการที่ไม่มีชีวิตอยู่บนโลกใบนี้,Level 1,#โรคซึมเศร้า
3188,2021-07-18 11:56:12,33ec7c9e2fbf,อยากจะขอให้พรนี้เป็นจริงพรที่ฉันจะได้สิ้นสุดการใช้ชีวิตบนโลกนี้สักที,Level 1,#ม็อบ18กรกฎา #โรคซึมเศร้า
3189,2021-07-20 17:20:35,33ec7c9e2fbf,ความเจ็บปวดขึ้นอยู่กับแรงกดของมีด,Level 5,#โรคซึมเศร้า
